,phenomenon_number,phenomenon_name,phenomenon_type,arg1_premise1,arg1_premise2,arg1_premise3,arg1_conclusion,arg2_premise1,arg2_premise2,arg2_premise3,arg2_conclusion
1623,9,Nonmonotonicity-general,Mixed,giraffe,sheep,,pheasant,giraffe,sheep,boa,pheasant
1624,9,Nonmonotonicity-general,Mixed,blindworm,snake,,pheasant,blindworm,snake,dolphin,pheasant
1625,9,Nonmonotonicity-general,Mixed,hedgehog,wolf,,pheasant,hedgehog,wolf,centipede,pheasant
1626,9,Nonmonotonicity-general,Mixed,wasp,moth,,pheasant,wasp,moth,chameleon,pheasant
1627,9,Nonmonotonicity-general,Mixed,lizard,viper,,pheasant,lizard,viper,giraffe,pheasant
1628,9,Nonmonotonicity-general,Mixed,stickleback,sole,,pheasant,stickleback,sole,woodpecker,pheasant
1629,9,Nonmonotonicity-general,Mixed,trout,salmon,,pheasant,trout,salmon,ostrich,pheasant
1630,9,Nonmonotonicity-general,Mixed,bee,louse,,pheasant,bee,louse,chickadee,pheasant
1631,9,Nonmonotonicity-general,Mixed,robin,dove,,pheasant,robin,dove,deer,pheasant
1632,9,Nonmonotonicity-general,Mixed,crow,canary,,pheasant,crow,canary,dromedary,pheasant
1633,9,Nonmonotonicity-general,Mixed,cobra,alligator,,pheasant,cobra,alligator,stork,pheasant
1634,9,Nonmonotonicity-general,Mixed,sheep,wolf,,pheasant,sheep,wolf,parakeet,pheasant
1635,9,Nonmonotonicity-general,Mixed,cod,herring,,pheasant,cod,herring,kangaroo,pheasant
1636,9,Nonmonotonicity-general,Mixed,blackbird,crow,,pheasant,blackbird,crow,deer,pheasant
1637,9,Nonmonotonicity-general,Mixed,python,dinosaur,,pheasant,python,dinosaur,crow,pheasant
1638,9,Nonmonotonicity-general,Mixed,bat,lion,,pheasant,bat,lion,sperm whale,pheasant
1639,9,Nonmonotonicity-general,Mixed,pike,sole,,pheasant,pike,sole,duck,pheasant
1640,9,Nonmonotonicity-general,Mixed,salamander,caiman,,pheasant,salamander,caiman,pheasant,pheasant
1641,9,Nonmonotonicity-general,Mixed,snake,dinosaur,,pheasant,snake,dinosaur,horse,pheasant
1642,9,Nonmonotonicity-general,Mixed,eel,swordfish,,pheasant,eel,swordfish,earwig,pheasant
1643,9,Nonmonotonicity-general,Mixed,cod,pike,,pheasant,cod,pike,blackbird,pheasant
1644,9,Nonmonotonicity-general,Mixed,cod,sperm whale,,pheasant,cod,sperm whale,toad,pheasant
1645,9,Nonmonotonicity-general,Mixed,viper,salamander,,pheasant,viper,salamander,cuckoo,pheasant
1646,9,Nonmonotonicity-general,Mixed,tortoise,python,,pheasant,tortoise,python,ladybug,pheasant
1647,9,Nonmonotonicity-general,Mixed,cockchafer,cockroach,,pheasant,cockchafer,cockroach,pike,pheasant
1648,9,Nonmonotonicity-general,Mixed,horse,lion,,pheasant,horse,lion,bee,pheasant
1649,9,Nonmonotonicity-general,Mixed,cockroach,caterpillar,,pheasant,cockroach,caterpillar,canary,pheasant
1650,9,Nonmonotonicity-general,Mixed,chameleon,iguana,,pheasant,chameleon,iguana,lion,pheasant
1651,9,Nonmonotonicity-general,Mixed,shark,squid,,pheasant,shark,squid,kangaroo,pheasant
1652,9,Nonmonotonicity-general,Mixed,beetle,louse,,pheasant,beetle,louse,chickadee,pheasant
1653,9,Nonmonotonicity-general,Mixed,dinosaur,viper,,pheasant,dinosaur,viper,sole,pheasant
1654,9,Nonmonotonicity-general,Mixed,hedgehog,dromedary,,pheasant,hedgehog,dromedary,monitor lizard,pheasant
1655,9,Nonmonotonicity-general,Mixed,flee,cricket,,pheasant,flee,cricket,llama,pheasant
1656,9,Nonmonotonicity-general,Mixed,beetle,cricket,,pheasant,beetle,cricket,duck,pheasant
1657,9,Nonmonotonicity-general,Mixed,viper,lizard,,pheasant,viper,lizard,fly,pheasant
1658,9,Nonmonotonicity-general,Mixed,vulture,ostrich,,pheasant,vulture,ostrich,flee,pheasant
1659,9,Nonmonotonicity-general,Mixed,wood louse,bumblebee,,pheasant,wood louse,bumblebee,blackbird,pheasant
1660,9,Nonmonotonicity-general,Mixed,penguin,turkey,,pheasant,penguin,turkey,rabbit,pheasant
1661,9,Nonmonotonicity-general,Mixed,dragonfly,bee,,pheasant,dragonfly,bee,anchovy,pheasant
1662,9,Nonmonotonicity-general,Mixed,cockchafer,ant,,pheasant,cockchafer,ant,swordfish,pheasant
1663,9,Nonmonotonicity-general,Mixed,whale,anchovy,,pheasant,whale,anchovy,boa,pheasant
1664,9,Nonmonotonicity-general,Mixed,iguana,dinosaur,,pheasant,iguana,dinosaur,fly,pheasant
1665,9,Nonmonotonicity-general,Mixed,swordfish,cod,,pheasant,swordfish,cod,elephant,pheasant
1666,9,Nonmonotonicity-general,Mixed,snake,tortoise,,pheasant,snake,tortoise,lion,pheasant
1667,9,Nonmonotonicity-general,Mixed,wasp,ant,,pheasant,wasp,ant,gecko,pheasant
1668,9,Nonmonotonicity-general,Mixed,wolf,deer,,pheasant,wolf,deer,turtle,pheasant
1669,9,Nonmonotonicity-general,Mixed,wolf,lion,,pheasant,wolf,lion,magpie,pheasant
1670,9,Nonmonotonicity-general,Mixed,salamander,turtle,,pheasant,salamander,turtle,blackbird,pheasant
1671,9,Nonmonotonicity-general,Mixed,carp,herring,,pheasant,carp,herring,mouse,pheasant
1672,9,Nonmonotonicity-general,Mixed,plaice,stickleback,,pheasant,plaice,stickleback,lion,pheasant
1673,9,Nonmonotonicity-general,Mixed,duck,parrot,,pheasant,duck,parrot,eel,pheasant
1674,9,Nonmonotonicity-general,Mixed,python,boa,,pheasant,python,boa,beetle,pheasant
1675,9,Nonmonotonicity-general,Mixed,robin,blackbird,,pheasant,robin,blackbird,dinosaur,pheasant
1676,9,Nonmonotonicity-general,Mixed,rhinoceros,hippopotamus,,pheasant,rhinoceros,hippopotamus,iguana,pheasant
1677,9,Nonmonotonicity-general,Mixed,cobra,crocodile,,pheasant,cobra,crocodile,plaice,pheasant
1678,9,Nonmonotonicity-general,Mixed,hippopotamus,hamster,,pheasant,hippopotamus,hamster,gecko,pheasant
1679,9,Nonmonotonicity-general,Mixed,iguana,frog,,pheasant,iguana,frog,cockroach,pheasant
1680,9,Nonmonotonicity-general,Mixed,donkey,fox,,pheasant,donkey,fox,falcon,pheasant
1681,9,Nonmonotonicity-general,Mixed,chicken,chickadee,,pheasant,chicken,chickadee,python,pheasant
1682,9,Nonmonotonicity-general,Mixed,fruit fly,wood louse,,pheasant,fruit fly,wood louse,chameleon,pheasant
1683,9,Nonmonotonicity-general,Mixed,horse,rhinoceros,,pheasant,horse,rhinoceros,swallow,pheasant
1684,9,Nonmonotonicity-general,Mixed,stickleback,shark,,pheasant,stickleback,shark,bee,pheasant
1685,9,Nonmonotonicity-general,Mixed,centipede,ant,,pheasant,centipede,ant,turtle,pheasant
1686,9,Nonmonotonicity-general,Mixed,polar bear,beaver,,pheasant,polar bear,beaver,parrot,pheasant
1687,9,Nonmonotonicity-general,Mixed,blindworm,gecko,,pheasant,blindworm,gecko,goldfish,pheasant
1688,9,Nonmonotonicity-general,Mixed,tiger,beaver,,pheasant,tiger,beaver,whale,pheasant
1689,9,Nonmonotonicity-general,Mixed,boa,chameleon,,pheasant,boa,chameleon,grasshopper,pheasant
1690,9,Nonmonotonicity-general,Mixed,canary,magpie,,pheasant,canary,magpie,tortoise,pheasant
1691,9,Nonmonotonicity-general,Mixed,sole,eel,,pheasant,sole,eel,snake,pheasant
1692,9,Nonmonotonicity-general,Mixed,squirrel,dog,,pheasant,squirrel,dog,sole,pheasant
1693,9,Nonmonotonicity-general,Mixed,plaice,whale,,pheasant,plaice,whale,gecko,pheasant
1694,9,Nonmonotonicity-general,Mixed,cockchafer,cricket,,pheasant,cockchafer,cricket,fox,pheasant
1695,9,Nonmonotonicity-general,Mixed,fruit fly,moth,,pheasant,fruit fly,moth,salamander,pheasant
1696,9,Nonmonotonicity-general,Mixed,chameleon,viper,,pheasant,chameleon,viper,hamster,pheasant
1697,9,Nonmonotonicity-general,Mixed,moth,caterpillar,,pheasant,moth,caterpillar,piranha,pheasant
1698,9,Nonmonotonicity-general,Mixed,turtle,boa,,pheasant,turtle,boa,piranha,pheasant
1699,9,Nonmonotonicity-general,Mixed,turtle,crocodile,,pheasant,turtle,crocodile,fly,pheasant
1700,9,Nonmonotonicity-general,Mixed,cow,dog,,pheasant,cow,dog,cricket,pheasant
1701,9,Nonmonotonicity-general,Mixed,cat,monkey,,pheasant,cat,monkey,sperm whale,pheasant
1702,9,Nonmonotonicity-general,Mixed,dromedary,polar bear,,pheasant,dromedary,polar bear,spider,pheasant
1703,9,Nonmonotonicity-general,Mixed,cockroach,centipede,,pheasant,cockroach,centipede,hippopotamus,pheasant
1704,9,Nonmonotonicity-general,Mixed,sparrow,rooster,,pheasant,sparrow,rooster,bison,pheasant
1705,9,Nonmonotonicity-general,Mixed,lion,bat,,pheasant,lion,bat,boa,pheasant
1706,9,Nonmonotonicity-general,Mixed,anchovy,eel,,pheasant,anchovy,eel,wolf,pheasant
1707,9,Nonmonotonicity-general,Mixed,toad,alligator,,pheasant,toad,alligator,ladybug,pheasant
1708,9,Nonmonotonicity-general,Mixed,rhinoceros,bat,,pheasant,rhinoceros,bat,crow,pheasant
1709,9,Nonmonotonicity-general,Mixed,pig,kangaroo,,pheasant,pig,kangaroo,dove,pheasant
1710,9,Nonmonotonicity-general,Mixed,trout,whale,,pheasant,trout,whale,crocodile,pheasant
1711,9,Nonmonotonicity-general,Mixed,bat,polar bear,,pheasant,bat,polar bear,cuckoo,pheasant
1712,9,Nonmonotonicity-general,Mixed,hedgehog,elephant,,pheasant,hedgehog,elephant,cockroach,pheasant
1713,9,Nonmonotonicity-general,Mixed,fly,ladybug,,pheasant,fly,ladybug,dolphin,pheasant
1714,9,Nonmonotonicity-general,Mixed,whale,plaice,,pheasant,whale,plaice,viper,pheasant
1715,9,Nonmonotonicity-general,Mixed,dove,chickadee,,pheasant,dove,chickadee,fruit fly,pheasant
1716,9,Nonmonotonicity-general,Mixed,robin,turkey,,pheasant,robin,turkey,anchovy,pheasant
1717,9,Nonmonotonicity-general,Mixed,heron,eagle,,pheasant,heron,eagle,trout,pheasant
1718,9,Nonmonotonicity-general,Mixed,magpie,swallow,,pheasant,magpie,swallow,horsefly,pheasant
1719,9,Nonmonotonicity-general,Mixed,toad,turtle,,pheasant,toad,turtle,cat,pheasant
1720,9,Nonmonotonicity-general,Mixed,llama,sheep,,pheasant,llama,sheep,horsefly,pheasant
1721,9,Nonmonotonicity-general,Mixed,alligator,viper,,pheasant,alligator,viper,ant,pheasant
1722,9,Nonmonotonicity-general,Mixed,crocodile,boa,,pheasant,crocodile,boa,pelican,pheasant
1723,9,Nonmonotonicity-general,Mixed,pheasant,peacock,,pheasant,pheasant,peacock,horsefly,pheasant
1724,9,Nonmonotonicity-general,Mixed,swan,cuckoo,,pheasant,swan,cuckoo,piranha,pheasant
1725,9,Nonmonotonicity-general,Mixed,viper,snake,,pheasant,viper,snake,sperm whale,pheasant
1726,9,Nonmonotonicity-general,Mixed,rooster,pheasant,,pheasant,rooster,pheasant,ladybug,pheasant
1727,9,Nonmonotonicity-general,Mixed,fly,fruit fly,,pheasant,fly,fruit fly,dog,pheasant
1728,9,Nonmonotonicity-general,Mixed,chicken,swan,,pheasant,chicken,swan,orca,pheasant
1729,9,Nonmonotonicity-general,Mixed,shark,sardine,,pheasant,shark,sardine,giraffe,pheasant
1730,9,Nonmonotonicity-general,Mixed,ant,louse,,pheasant,ant,louse,alligator,pheasant
1731,9,Nonmonotonicity-general,Mixed,piranha,sole,,pheasant,piranha,sole,caiman,pheasant
1732,9,Nonmonotonicity-general,Mixed,dinosaur,crocodile,,pheasant,dinosaur,crocodile,ladybug,pheasant
1733,9,Nonmonotonicity-general,Mixed,crocodile,frog,,pheasant,crocodile,frog,herring,pheasant
1734,9,Nonmonotonicity-general,Mixed,pig,polar bear,,pheasant,pig,polar bear,robin,pheasant
1735,9,Nonmonotonicity-general,Mixed,wasp,centipede,,pheasant,wasp,centipede,pig,pheasant
1736,9,Nonmonotonicity-general,Mixed,penguin,blackbird,,pheasant,penguin,blackbird,hippopotamus,pheasant
1737,9,Nonmonotonicity-general,Mixed,stickleback,dolphin,,pheasant,stickleback,dolphin,falcon,pheasant
1738,9,Nonmonotonicity-general,Mixed,salamander,gecko,,pheasant,salamander,gecko,moth,pheasant
1739,9,Nonmonotonicity-general,Mixed,mouse,rhinoceros,,pheasant,mouse,rhinoceros,centipede,pheasant
1740,9,Nonmonotonicity-general,Mixed,eagle,sparrow,,pheasant,eagle,sparrow,ray,pheasant
1741,9,Nonmonotonicity-general,Mixed,salmon,eel,,pheasant,salmon,eel,fly,pheasant
1742,9,Nonmonotonicity-general,Mixed,whale,trout,,pheasant,whale,trout,earwig,pheasant
1743,9,Nonmonotonicity-general,Mixed,monkey,dromedary,,pheasant,monkey,dromedary,vulture,pheasant
1744,9,Nonmonotonicity-general,Mixed,hippopotamus,elephant,,pheasant,hippopotamus,elephant,crow,pheasant
1745,9,Nonmonotonicity-general,Mixed,shark,squid,,pheasant,shark,squid,sparrow,pheasant
1746,9,Nonmonotonicity-general,Mixed,parakeet,seagull,,pheasant,parakeet,seagull,python,pheasant
1747,9,Nonmonotonicity-general,Mixed,spider,louse,,pheasant,spider,louse,rabbit,pheasant
1748,9,Nonmonotonicity-general,Mixed,beaver,hippopotamus,,pheasant,beaver,hippopotamus,viper,pheasant
1749,9,Nonmonotonicity-general,Mixed,pheasant,seagull,,pheasant,pheasant,seagull,flee,pheasant
1750,9,Nonmonotonicity-general,Mixed,salmon,anchovy,,pheasant,salmon,anchovy,bumblebee,pheasant
1751,9,Nonmonotonicity-general,Mixed,pike,sardine,,pheasant,pike,sardine,earwig,pheasant
1752,9,Nonmonotonicity-general,Mixed,bison,beaver,,pheasant,bison,beaver,fruit fly,pheasant
1753,9,Nonmonotonicity-general,Mixed,ladybug,bee,,pheasant,ladybug,bee,viper,pheasant
1754,9,Nonmonotonicity-general,Mixed,donkey,deer,,pheasant,donkey,deer,dove,pheasant
1755,9,Nonmonotonicity-general,Mixed,sparrow,swan,,pheasant,sparrow,swan,beaver,pheasant
1756,9,Nonmonotonicity-general,Mixed,whale,trout,,pheasant,whale,trout,donkey,pheasant
1757,9,Nonmonotonicity-general,Mixed,wasp,wood louse,,pheasant,wasp,wood louse,hippopotamus,pheasant
1758,9,Nonmonotonicity-general,Mixed,worm,fruit fly,,pheasant,worm,fruit fly,lizard,pheasant
1759,9,Nonmonotonicity-general,Mixed,tortoise,chameleon,,pheasant,tortoise,chameleon,cockroach,pheasant
1760,9,Nonmonotonicity-general,Mixed,piranha,swordfish,,pheasant,piranha,swordfish,fox,pheasant
1761,9,Nonmonotonicity-general,Mixed,stork,rooster,,pheasant,stork,rooster,whale,pheasant
1762,9,Nonmonotonicity-general,Mixed,eel,shark,,pheasant,eel,shark,beaver,pheasant
1763,9,Nonmonotonicity-general,Mixed,turkey,swan,,pheasant,turkey,swan,boa,pheasant
1764,9,Nonmonotonicity-general,Mixed,wasp,bumblebee,,pheasant,wasp,bumblebee,whale,pheasant
1765,9,Nonmonotonicity-general,Mixed,monitor lizard,cobra,,pheasant,monitor lizard,cobra,fruit fly,pheasant
1766,9,Nonmonotonicity-general,Mixed,giraffe,donkey,,pheasant,giraffe,donkey,blackbird,pheasant
1767,9,Nonmonotonicity-general,Mixed,rooster,falcon,,pheasant,rooster,falcon,ray,pheasant
1768,9,Nonmonotonicity-general,Mixed,ostrich,falcon,,pheasant,ostrich,falcon,sperm whale,pheasant
1769,9,Nonmonotonicity-general,Mixed,flatfish,piranha,,pheasant,flatfish,piranha,parakeet,pheasant
1770,9,Nonmonotonicity-general,Mixed,rabbit,giraffe,,pheasant,rabbit,giraffe,fly,pheasant
1771,9,Nonmonotonicity-general,Mixed,horse,hamster,,pheasant,horse,hamster,penguin,pheasant
1772,9,Nonmonotonicity-general,Mixed,parrot,parakeet,,pheasant,parrot,parakeet,lion,pheasant
1773,9,Nonmonotonicity-general,Mixed,gecko,caiman,,pheasant,gecko,caiman,herring,pheasant
1774,9,Nonmonotonicity-general,Mixed,salamander,tortoise,,pheasant,salamander,tortoise,dove,pheasant
1775,9,Nonmonotonicity-general,Mixed,bat,wolf,,pheasant,bat,wolf,crocodile,pheasant
1776,9,Nonmonotonicity-general,Mixed,ostrich,cuckoo,,pheasant,ostrich,cuckoo,lizard,pheasant
1777,9,Nonmonotonicity-general,Mixed,falcon,pelican,,pheasant,falcon,pelican,ray,pheasant
1778,9,Nonmonotonicity-general,Mixed,vulture,dove,,pheasant,vulture,dove,blindworm,pheasant
1779,9,Nonmonotonicity-general,Mixed,dragonfly,ladybug,,pheasant,dragonfly,ladybug,pike,pheasant
1780,9,Nonmonotonicity-general,Mixed,dromedary,bat,,pheasant,dromedary,bat,caiman,pheasant
1781,9,Nonmonotonicity-general,Mixed,goldfish,pike,,pheasant,goldfish,pike,duck,pheasant
1782,9,Nonmonotonicity-general,Mixed,peacock,swallow,,pheasant,peacock,swallow,wood louse,pheasant
1783,9,Nonmonotonicity-general,Mixed,cow,bison,,pheasant,cow,bison,stickleback,pheasant
1784,9,Nonmonotonicity-general,Mixed,seagull,sparrow,,pheasant,seagull,sparrow,viper,pheasant
1785,9,Nonmonotonicity-general,Mixed,salamander,turtle,,pheasant,salamander,turtle,stork,pheasant
1786,9,Nonmonotonicity-general,Mixed,eagle,chickadee,,pheasant,eagle,chickadee,plaice,pheasant
1787,9,Nonmonotonicity-general,Mixed,canary,falcon,,pheasant,canary,falcon,python,pheasant
1788,9,Nonmonotonicity-general,Mixed,kangaroo,dromedary,,pheasant,kangaroo,dromedary,flee,pheasant
1789,9,Nonmonotonicity-general,Mixed,cobra,gecko,,pheasant,cobra,gecko,tiger,pheasant
1790,9,Nonmonotonicity-general,Mixed,chameleon,lizard,,pheasant,chameleon,lizard,cockchafer,pheasant
1791,9,Nonmonotonicity-general,Mixed,eel,ray,,pheasant,eel,ray,viper,pheasant
1792,9,Nonmonotonicity-general,Mixed,falcon,eagle,,pheasant,falcon,eagle,cat,pheasant
1793,9,Nonmonotonicity-general,Mixed,piranha,flatfish,,pheasant,piranha,flatfish,robin,pheasant
1794,9,Nonmonotonicity-general,Mixed,ant,caterpillar,,pheasant,ant,caterpillar,stickleback,pheasant
1795,9,Nonmonotonicity-general,Mixed,crocodile,cobra,,pheasant,crocodile,cobra,parakeet,pheasant
1796,9,Nonmonotonicity-general,Mixed,caiman,frog,,pheasant,caiman,frog,pheasant,pheasant
1797,9,Nonmonotonicity-general,Mixed,kangaroo,mouse,,pheasant,kangaroo,mouse,sperm whale,pheasant
1798,9,Nonmonotonicity-general,Mixed,squirrel,horse,,pheasant,squirrel,horse,snake,pheasant
1799,9,Nonmonotonicity-general,Mixed,spider,leech,,pheasant,spider,leech,herring,pheasant
1800,10,Nonmonotonicity-specific,Mixed,worm,,,wood louse,worm,horse,,wood louse
1801,10,Nonmonotonicity-specific,Mixed,earwig,,,wood louse,earwig,chameleon,,wood louse
1802,10,Nonmonotonicity-specific,Mixed,dinosaur,,,toad,dinosaur,cat,,toad
1803,10,Nonmonotonicity-specific,Mixed,dinosaur,,,alligator,dinosaur,chickadee,,alligator
1804,10,Nonmonotonicity-specific,Mixed,caiman,,,snake,caiman,shark,,snake
1805,10,Nonmonotonicity-specific,Mixed,spider,,,bumblebee,spider,polar bear,,bumblebee
1806,10,Nonmonotonicity-specific,Mixed,beaver,,,cat,beaver,ladybug,,cat
1807,10,Nonmonotonicity-specific,Mixed,louse,,,moth,louse,swan,,moth
1808,10,Nonmonotonicity-specific,Mixed,alligator,,,boa,alligator,cockroach,,boa
1809,10,Nonmonotonicity-specific,Mixed,rhinoceros,,,bat,rhinoceros,herring,,bat
1810,10,Nonmonotonicity-specific,Mixed,squid,,,cod,squid,wolf,,cod
1811,10,Nonmonotonicity-specific,Mixed,salamander,,,chameleon,salamander,ray,,chameleon
1812,10,Nonmonotonicity-specific,Mixed,ant,,,spider,ant,tortoise,,spider
1813,10,Nonmonotonicity-specific,Mixed,turkey,,,eagle,turkey,herring,,eagle
1814,10,Nonmonotonicity-specific,Mixed,falcon,,,magpie,falcon,zebra,,magpie
1815,10,Nonmonotonicity-specific,Mixed,dog,,,rhinoceros,dog,trout,,rhinoceros
1816,10,Nonmonotonicity-specific,Mixed,robin,,,owl,robin,bumblebee,,owl
1817,10,Nonmonotonicity-specific,Mixed,moth,,,grasshopper,moth,boa,,grasshopper
1818,10,Nonmonotonicity-specific,Mixed,chameleon,,,blindworm,chameleon,cockchafer,,blindworm
1819,10,Nonmonotonicity-specific,Mixed,fly,,,butterfly,fly,donkey,,butterfly
1820,10,Nonmonotonicity-specific,Mixed,turtle,,,viper,turtle,ray,,viper
1821,10,Nonmonotonicity-specific,Mixed,wolf,,,elephant,wolf,lizard,,elephant
1822,10,Nonmonotonicity-specific,Mixed,giraffe,,,horse,giraffe,cobra,,horse
1823,10,Nonmonotonicity-specific,Mixed,gecko,,,cobra,gecko,spider,,cobra
1824,10,Nonmonotonicity-specific,Mixed,grasshopper,,,fruit fly,grasshopper,vulture,,fruit fly
1825,10,Nonmonotonicity-specific,Mixed,salmon,,,trout,salmon,swan,,trout
1826,10,Nonmonotonicity-specific,Mixed,hamster,,,pig,hamster,fruit fly,,pig
1827,10,Nonmonotonicity-specific,Mixed,elephant,,,deer,elephant,viper,,deer
1828,10,Nonmonotonicity-specific,Mixed,spider,,,wood louse,spider,tiger,,wood louse
1829,10,Nonmonotonicity-specific,Mixed,magpie,,,heron,magpie,pike,,heron
1830,10,Nonmonotonicity-specific,Mixed,rooster,,,vulture,rooster,ray,,vulture
1831,10,Nonmonotonicity-specific,Mixed,anchovy,,,sardine,anchovy,eagle,,sardine
1832,10,Nonmonotonicity-specific,Mixed,centipede,,,moth,centipede,swallow,,moth
1833,10,Nonmonotonicity-specific,Mixed,piranha,,,whale,piranha,stork,,whale
1834,10,Nonmonotonicity-specific,Mixed,wolf,,,bat,wolf,canary,,bat
1835,10,Nonmonotonicity-specific,Mixed,dragonfly,,,bee,dragonfly,iguana,,bee
1836,10,Nonmonotonicity-specific,Mixed,swallow,,,crow,swallow,hippopotamus,,crow
1837,10,Nonmonotonicity-specific,Mixed,owl,,,pheasant,owl,horse,,pheasant
1838,10,Nonmonotonicity-specific,Mixed,sperm whale,,,piranha,sperm whale,caterpillar,,piranha
1839,10,Nonmonotonicity-specific,Mixed,vulture,,,peacock,vulture,shark,,peacock
1840,10,Nonmonotonicity-specific,Mixed,grasshopper,,,bee,grasshopper,pheasant,,bee
1841,10,Nonmonotonicity-specific,Mixed,wood louse,,,dragonfly,wood louse,rooster,,dragonfly
1842,10,Nonmonotonicity-specific,Mixed,falcon,,,owl,falcon,sperm whale,,owl
1843,10,Nonmonotonicity-specific,Mixed,chameleon,,,viper,chameleon,peacock,,viper
1844,10,Nonmonotonicity-specific,Mixed,cobra,,,python,cobra,fox,,python
1845,10,Nonmonotonicity-specific,Mixed,pike,,,salmon,pike,cockchafer,,salmon
1846,10,Nonmonotonicity-specific,Mixed,deer,,,hedgehog,deer,sardine,,hedgehog
1847,10,Nonmonotonicity-specific,Mixed,kangaroo,,,polar bear,kangaroo,shark,,polar bear
1848,10,Nonmonotonicity-specific,Mixed,llama,,,rhinoceros,llama,earwig,,rhinoceros
1849,10,Nonmonotonicity-specific,Mixed,hippopotamus,,,elephant,hippopotamus,alligator,,elephant
1850,10,Nonmonotonicity-specific,Mixed,toad,,,python,toad,peacock,,python
1851,10,Nonmonotonicity-specific,Mixed,herring,,,orca,herring,worm,,orca
1852,10,Nonmonotonicity-specific,Mixed,sheep,,,squirrel,sheep,turtle,,squirrel
1853,10,Nonmonotonicity-specific,Mixed,ladybug,,,ant,ladybug,fox,,ant
1854,10,Nonmonotonicity-specific,Mixed,peacock,,,swan,peacock,tortoise,,swan
1855,10,Nonmonotonicity-specific,Mixed,parrot,,,chicken,parrot,fox,,chicken
1856,10,Nonmonotonicity-specific,Mixed,deer,,,kangaroo,deer,spider,,kangaroo
1857,10,Nonmonotonicity-specific,Mixed,chickadee,,,swan,chickadee,goldfish,,swan
1858,10,Nonmonotonicity-specific,Mixed,boa,,,dinosaur,boa,swallow,,dinosaur
1859,10,Nonmonotonicity-specific,Mixed,hedgehog,,,beaver,hedgehog,goldfish,,beaver
1860,10,Nonmonotonicity-specific,Mixed,parrot,,,rooster,parrot,worm,,rooster
1861,10,Nonmonotonicity-specific,Mixed,swordfish,,,pike,swordfish,horsefly,,pike
1862,10,Nonmonotonicity-specific,Mixed,heron,,,swan,heron,flatfish,,swan
1863,10,Nonmonotonicity-specific,Mixed,moth,,,bumblebee,moth,robin,,bumblebee
1864,10,Nonmonotonicity-specific,Mixed,mosquito,,,wasp,mosquito,monitor lizard,,wasp
1865,10,Nonmonotonicity-specific,Mixed,sperm whale,,,salmon,sperm whale,moth,,salmon
1866,10,Nonmonotonicity-specific,Mixed,flatfish,,,herring,flatfish,louse,,herring
1867,10,Nonmonotonicity-specific,Mixed,python,,,cobra,python,beaver,,cobra
1868,10,Nonmonotonicity-specific,Mixed,dog,,,rhinoceros,dog,flatfish,,rhinoceros
1869,10,Nonmonotonicity-specific,Mixed,sheep,,,polar bear,sheep,flatfish,,polar bear
1870,10,Nonmonotonicity-specific,Mixed,goldfish,,,pike,goldfish,butterfly,,pike
1871,10,Nonmonotonicity-specific,Mixed,orca,,,flatfish,orca,parrot,,flatfish
1872,10,Nonmonotonicity-specific,Mixed,vulture,,,parakeet,vulture,orca,,parakeet
1873,10,Nonmonotonicity-specific,Mixed,llama,,,wolf,llama,louse,,wolf
1874,10,Nonmonotonicity-specific,Mixed,moth,,,flee,moth,owl,,flee
1875,10,Nonmonotonicity-specific,Mixed,monitor lizard,,,tortoise,monitor lizard,kangaroo,,tortoise
1876,10,Nonmonotonicity-specific,Mixed,swordfish,,,whale,swordfish,horse,,whale
1877,10,Nonmonotonicity-specific,Mixed,cockchafer,,,butterfly,cockchafer,trout,,butterfly
1878,10,Nonmonotonicity-specific,Mixed,fruit fly,,,butterfly,fruit fly,lizard,,butterfly
1879,10,Nonmonotonicity-specific,Mixed,cod,,,salmon,cod,bee,,salmon
1880,10,Nonmonotonicity-specific,Mixed,ladybug,,,flee,ladybug,squirrel,,flee
1881,10,Nonmonotonicity-specific,Mixed,dragonfly,,,beetle,dragonfly,falcon,,beetle
1882,10,Nonmonotonicity-specific,Mixed,giraffe,,,llama,giraffe,lizard,,llama
1883,10,Nonmonotonicity-specific,Mixed,fly,,,mosquito,fly,pig,,mosquito
1884,10,Nonmonotonicity-specific,Mixed,lion,,,hedgehog,lion,squid,,hedgehog
1885,10,Nonmonotonicity-specific,Mixed,worm,,,fruit fly,worm,viper,,fruit fly
1886,10,Nonmonotonicity-specific,Mixed,owl,,,robin,owl,dromedary,,robin
1887,10,Nonmonotonicity-specific,Mixed,caiman,,,toad,caiman,cockchafer,,toad
1888,10,Nonmonotonicity-specific,Mixed,zebra,,,beaver,zebra,dinosaur,,beaver
1889,10,Nonmonotonicity-specific,Mixed,ladybug,,,bumblebee,ladybug,chameleon,,bumblebee
1890,10,Nonmonotonicity-specific,Mixed,bee,,,cricket,bee,rooster,,cricket
1891,10,Nonmonotonicity-specific,Mixed,cod,,,eel,cod,beaver,,eel
1892,10,Nonmonotonicity-specific,Mixed,bee,,,flee,bee,goldfish,,flee
1893,10,Nonmonotonicity-specific,Mixed,monkey,,,beaver,monkey,squid,,beaver
1894,10,Nonmonotonicity-specific,Mixed,toad,,,caiman,toad,cockchafer,,caiman
1895,10,Nonmonotonicity-specific,Mixed,turtle,,,chameleon,turtle,cow,,chameleon
